unit_id,dtime,fetch_time,bytes_total,bytes_sec
5521,2021-01-01 01:12:59,6538778,4212052,644165
5521,2021-01-01 05:12:45,6818930,4212061,617701
5521,2021-01-01 07:12:47,6822532,4212640,617459
5521,2021-01-01 09:14:55,6294716,4213476,669367
5521,2021-01-01 11:13:34,6669178,4212476,631633
5521,2021-01-01 13:13:31,6498524,4212723,648258
5521,2021-01-01 15:13:33,7496045,4211812,561871
5521,2021-01-01 17:14:39,6899224,4211415,610418
5521,2021-01-01 19:13:24,6438848,4211415,654063
5521,2021-01-01 21:13:20,6391884,4211415,658869
5521,2021-01-01 23:13:10,6239590,4211433,674953
5521,2021-01-02 01:13:06,6391493,4207647,658319
5521,2021-01-02 03:13:02,6851763,4208827,614269
5521,2021-01-02 05:12:56,6436754,4209325,653951
5521,2021-01-02 07:12:54,6654438,4209323,632558
5521,2021-01-02 09:14:06,6829371,4208883,616291
5521,2021-01-02 11:12:44,6767070,4208690,621936
5521,2021-01-02 13:12:46,7237576,4205883,581117
5521,2021-01-02 15:13:55,6795967,4206163,618920
5521,2021-01-02 19:13:54,6713138,4206944,626673
5521,2021-01-02 21:13:24,6711011,4206944,626871
5521,2021-01-02 23:13:32,6916676,4206944,608232
5521,2021-01-03 03:13:14,6230774,4209286,675563
5521,2021-01-03 05:13:09,6401346,4209950,657666
5521,2021-01-03 07:13:05,7144422,4207326,588896
5521,2021-01-03 09:14:17,6575746,4205694,639576
5521,2021-01-03 11:12:57,7277451,4207223,578117
5521,2021-01-03 13:12:54,6334908,4206972,664093
5521,2021-01-03 15:13:04,6361190,4208769,661632
5521,2021-01-03 17:14:11,6565718,4207617,640846
5521,2021-01-03 19:12:41,6668519,4207509,630951
5521,2021-01-03 21:13:59,6804017,4208289,618500
5521,2021-01-03 23:13:33,6765905,4208289,621984
5521,2021-01-04 03:13:26,6269265,4208447,671282
5521,2021-01-04 05:13:22,6253940,4208247,672895
5521,2021-01-04 07:13:17,6816266,4209484,617564
5521,2021-01-04 09:14:32,6345206,4210821,663622
