3250186 10367528
6425704 10611888
9586311 10661392
12751580 10647152
15903436 10694584
19088271 10581544
22307276 10469624
25514271 10496352
28693826 10589360
31854904 10652872
35022568 10629128
38204501 10574408
41355394 10679288
44604682 10355232
47781378 10594512
50969440 10556736
54161411 10548240
57359979 10527920
60527565 10632576
63700321 10608632
67139872 9781960
70558872 9844328
73735158 10595952
76894687 10653776
80058317 10639696
83225370 10630568
86409853 10571880
89606810 10533720
93038342 9816768
96242452 10516496
99397292 10684208
102557096 10668080
105783360 10442728
108962467 10597096
112163515 10523976
115375149 10490440
118521301 10712472
121711720 10562296
124902465 10562768
128353560 9762952
131567349 10488280
134767263 10527512
137927545 10652496
141098233 10619840
144290163 10550088
147443803 10679336
150929694 9664360
154095908 10641968
157284758 10571712
160452978 10637608
163646655 10550856
166833530 10576208
170045485 10493120
173224052 10607224
176679663 9755568
179875440 10548432
183057235 10593608
186249618 10560032
189398464 10701840
192557814 10668880
195764670 10503464
198915053 10692600
202080410 10644344
205307594 10442248
208469233 10664968
211644186 10625000
214833665 10572144
218018338 10581024
221238887 10489064
224426734 10599528
227612450 10602328
230802030 10590640
234005042 10546704
237461837 9771888
240648762 10599904
243818839 10654176
246990830 10648880
250169959 10621672
253369934 10557224
256560300 10588648
259773050 10514880
262981995 10520264
266172078 10582320
269335677 10670936
272574945 10420520
276016617 9806944
279173607 10695248
282597633 9864072
285796628 10558544
288985139 10594352
292192660 10531728
295376849 10611512
298579458 10549784
301780115 10556768
304958326 10630992
308186248 10473016
311354877 10669176
314550452 10577536
317733829 10617256
320972084 10427624
324182908 10514248
327424440 10418560
330687489 10351384
334115176 9855864
337318440 10553872
340524348 10542528
343704152 10630512
346884701 10625208
350042849 10698168
353229383 10602264
356455662 10468880
359616279 10689096
362786176 10659368
365984190 10563264
369163625 10628008
372388301 10485704
375555944 10682296
378939402 10323976
382229105 10607776
385578922 10413624
388899270 10504624
392179037 10630992
395369818 10581664
398591717 10477288
401779327 10597000
404931701 10717152
408116590 10608920
411746947 9313528
414907653 10705072
418112765 10549576
421302163 10601056
424471907 10669976
427642579 10657912
430843326 10561184
434027081 10619720
437206419 10637232
440382221 10644056
443601017 10566576
446788662 10673256
450042408 10456528
453231693 10663992
456441607 10592736
459639589 10629112
462812753 10711600
466008720 10634592
469459852 9848360
472663763 10608880
476096321 9900328
479312258 10570048
482549199 10501688
485808766 10425896
489011845 10611376
492222248 10587872
495432731 10588080
498642445 10590616
501818149 10703928
505025834 10595336
508285978 10425648
511467408 10685376
514677157 10590016
517861628 10672360
521072114 10584448
524303108 10517120
527515199 10579672
530758350 10478976
533943582 10673608
537133201 10666872
540385613 10463176
543583244 10640696
546817308 10520056
550006499 10669728
553201083 10649440
556431464 10530448
559673358 10493320
562890560 10572288
566088214 10637040
569329922 10498008
572561648 10532920
575764081 10630280
578963894 10634104
582133052 10737520
585343910 10607576
588578595 10514552
591794495 10573576
595016948 10552440
598244848 10533904
601446505 10619408
604630551 10677992
607834441 10613864
611158202 10554504
614510951 10468640
617831852 10569072
621164258 10532384
624391737 10534856
627712221 10578576
631017792 10622912
634319361 10636848
637525164 10605176
640737397 10580312
643916496 10696272
647176557 10370496
650362185 10612128
653562402 10562488
656727165 10682232
659957722 10462256
663153297 10578416
666368258 10513976
669551602 10616144
672740324 10601080
676201776 9763424
679390329 10608768
682589894 10571280
685790803 10567168
689011711 10501528
692181580 10663792
695416604 10450624
698638247 10492624
701793653 10712752
704978273 10612160
708431216 9788392
711614982 10615976
714787675 10654064
718249930 9764352
721421125 10658560
724624160 10549632
729467601 6976576
732646674 10628256
735788478 10754336
739000234 10520104
742199719 10557856
745402427 10546216
748599065 10567128
751791522 10580232
755254214 9754512
758441798 10592728
761656280 10509552
764857923 10552216
768076968 10504920
771266945 10600792
774453331 10613352
777671981 10494080
780976846 10225184
784428990 9791624
787870781 9822384
791321787 9795000
794544677 10488200
797720741 10645648
800930102 10533488
804149721 10501024
807584839 9843760
810796000 10531920
814021736 10483072
817427548 9933656
820836652 9916944
824279545 9821288
827447528 10677728
830617637 10669744
834051803 9845712
837506078 9788688
840700901 10581120
844189296 9696456
847338000 10741672
850773242 9846224
854199086 9868616
857632292 9845392
860854852 10490016
864333464 9719592
867820772 9694104
871028019 10537040
874241237 10517800
877705423 9755648
881163395 9772696
884377924 10517296
887729396 10081672
890923123 10582888
894427388 9644512
897647022 10494120
901096445 9793216
904323612 10470320
907633653 10207248
911080238 9803096
914540796 9767336
917717885 10642584
920900201 10623936
924220162 10188096
927396160 10643840
930703777 10223136
934150348 9806584
937604427 9787536
940782296 10623680
944244635 9750824
947680654 9825952
951110010 9851144
954565667 9777872
957784038 10498296
960971853 10599760
964456928 9695648
967895617 9826184
971055128 10693472
974239667 10609072
978002350 8978968
981480853 9709864
984943151 9754760
988091580 10731904
991522083 9845440
994701870 10620312
998025753 10158728
1001279304 10378328
