unit_id,count,avg_bw,std_bw
390,332,4.996228987951808,0.21275043305147215
422,363,5.079778005509642,0.3214960871594202
431,345,4.535133124637681,0.8120792392510666
447,358,4.8874656983240214,0.26252057374152243
463,298,2.348555785234899,0.1925169216118851
464,343,4.467913306122449,0.8007732293801139
477,364,4.954950989010989,0.2295175831477002
492,358,4.901204938547487,0.272159871227003
521,352,4.7774375,0.2893847639519029
522,365,4.933553709589041,0.24580183647355575
525,346,4.9895758150289025,0.22088820131972048
534,235,4.505700425531915,0.5097814314197122
549,323,4.874877795665634,0.40058224240036433
562,334,4.683940191616766,0.4598638576425606
563,364,4.509355846153846,0.5530235676681077
566,340,4.910839599999999,0.29661727724707454
602,290,0.9529516413793104,0.15856147636589144
615,128,4.975031125,0.4709329215519267
622,327,5.017204868501529,0.2907821131981042
623,364,4.593446615384615,0.5799358663217927
636,372,4.953875053763441,0.22956982866716633
653,361,4.858098038781163,0.25080210188470764
662,328,4.454554731707317,0.4849438853504497
667,343,4.716558460641399,0.264401571873237
671,373,4.813045683646113,0.2782129028705392
687,336,4.674826738095238,0.33340057749010715
700,331,5.064703879154079,0.22524015617649001
705,270,4.735741866666666,0.5281945312210161
728,139,5.0931542446043165,0.3588121715997698
757,317,4.742472075709779,0.4438869543539945
767,218,4.729200036697248,0.5310942733857621
778,362,4.8947064530386735,0.4341377807872967
782,282,3.729268595744681,1.3512765437259313
786,314,4.972320101910828,0.2851256021688164
810,366,4.852251300546448,0.27438519640269404
820,286,4.632892755244755,0.657659109110383
836,364,5.069630153846154,0.24110584606577828
846,362,4.656772839779006,0.4518600786386737
863,234,2.0085526153846156,0.038206505440231554
866,368,4.986161956521739,0.25276897599997183
870,364,4.070164131868132,0.8693329188595302
875,372,4.856691225806451,0.35387395395972054
885,370,4.969608778378379,0.41898656269071644
925,351,1.936902131054131,0.19574495007819284
939,345,4.849013588405797,0.28747061103958016
954,253,4.823366577075099,0.47014735207659514
992,371,5.018572398921832,0.2864064938203334
1014,363,4.976562225895316,0.23814871878176552
1023,332,4.7596725060240965,0.7157592644238121
1026,277,4.921045458483754,0.26543245642242913
1031,105,4.754669638095239,0.5375129311977802
1047,361,4.549849551246538,0.4209030663210664
1052,282,5.033573645390071,0.3127223199835175
1059,364,4.822783824175825,0.6710012029274995
1087,319,4.700777880877743,0.38784789046018203
1100,357,4.2405915742296925,0.7909944610746553
1117,344,2.1658253255813955,0.08631632888818512
1165,372,2.4955618494623657,0.1363890887780336
1168,354,4.957275615819209,0.4443661146667866
1196,365,4.896532317808219,0.28050243050880896
1220,355,4.837275154929578,0.30487511062403605
1224,357,5.063919327731092,0.36766379133983035
1251,335,4.902412394029851,0.2895718156374696
1254,365,4.882984547945205,0.21533478579814247
1278,372,4.815074301075269,0.255572242501501
1281,359,4.861222016713092,0.3833818570034418
1290,365,4.733788997260274,0.3635024947523448
1301,284,4.974190732394367,0.22818242229703303
3681,111,4.921504360360361,0.34673317453576713
5201,257,4.727603299610895,0.38881278262561036
5207,306,4.665690823529412,0.7037306716703684
5216,205,4.868358478048781,0.2402219894429875
5229,309,4.916034407766991,0.464540627164449
5235,355,4.651298230985915,0.42060349763533406
5281,360,4.900999355555556,0.21768971972852355
5285,355,4.621478535211268,0.7644607169059189
5288,285,3.4352806736842103,1.1551833543042056
5291,325,4.6094133415384615,0.8228272790261344
5299,258,4.449096992248062,0.6994901542851476
5321,356,4.85587393258427,0.2078975251488462
5326,375,4.904093738666667,0.24742716569844933
5332,342,4.637446619883041,0.31515882281217134
5347,310,4.89828815483871,0.4649618974059928
5351,335,4.847928262686567,0.3210374094867182
5357,361,4.9851338504155125,0.2743011465518021
5359,248,4.787798225806451,0.5313191103065279
5370,376,4.8625192127659576,0.36759449094906754
5374,132,4.882491878787879,0.19261243290235808
5404,361,4.991877606648199,0.38300725598132584
5407,307,4.885244351791531,0.26455329750415174
5432,365,5.024106410958904,0.342771343917945
5436,351,4.806188262108262,0.24328438374605293
5440,361,4.87381407202216,0.41546521459353314
5460,131,4.852711022900763,0.4880756158818876
5471,247,4.463851951417004,0.8099291675906067
5499,373,4.893010981233243,0.3425471466275235
5521,340,5.0651938588235295,0.2882748287581752
5542,356,4.47797584269663,0.5420698876108945
5571,361,1.5637419168975069,0.3535715679221642
5623,253,4.555140774703558,0.24513341525770302
5648,315,4.9276096761904755,0.6003878724088937
5655,367,4.902451138964578,0.2677886925113524
5693,364,4.8799938901098905,0.4540966417655051
5716,369,4.832539945799458,0.23345998627685272
5717,370,4.307733556756757,0.6106919658437479
5728,186,4.561775311827956,0.31003172532406387
5734,341,4.7735070498533725,0.37748936745358286
5746,359,4.842922896935933,0.3955630869592409
5757,371,4.824788657681941,0.32676541676452847
5767,316,4.990688556962025,0.39030361389561935
5787,292,4.925551150684932,0.2030068755216172
