6176017 1485976
28852722 914816
65686682 5435400
71886556 5417576
78105927 5413080
84331552 5405816
90565396 5440696
96758230 5434312
102957967 5457424
109131448 5423592
115344055 4560800
122731226 5403672
128960639 5434064
135156661 5415864
141374488 1222040
168930463 2313448
183484771 5442136
189669245 5431208
195864605 796472
238120179 5368904
244388778 5447072
250567424 5413328
256784585 5413776
263004687 5441408
269194185 3136496
279925441 5393744
286163385 5423016
292369496 5414128
298585785 5448496
304764944 4902352
311631041 5293896
317990509 5419840
324202185 5426360
330405330 5430872
336604161 5347896
342900303 5457504
349068481 5417448
355286245 5041168
361969150 5408544
368197660 5441232
374393554 5458296
380569331 5427832
386780340 5427096
392989479 5384672
399245738 5443112
405434793 5415656
411658129 5430248
417865014 5390608
424118217 5448488
430304693 5444488
436493932 5451904
442674651 5452016
448856735 5446152
455046245 5455688
461228400 5440728
467424102 5450496
473605254 5453128
479783064 5412864
486004982 5381024
492261766 5421752
498472170 5436088
504667481 5380112
510927996 5419072
517145285 5462816
523315480 5442784
529507262 5407784
535732375 5463536
542087485 5376912
548352011 5442840
554543052 4537952
561967469 1658688
582280647 5415096
588503090 5437624
594701531 5413528
600927976 5269128
607327570 5370624
613604163 5447128
619794179 5459400
625973412 5464224
632142935 5436456
638342989 5438656
644540468 878464
682890623 5408184
689119417 4685272
696310490 1887888
714162895 5438760
720364510 5005688
727100003 944384
762814742 5466624
768982508 5451832
775178440 5456208
781368953 5464304
787549252 5463784
793731643 5436584
799945266 5428728
806167794 3628256
815479437 5445248
821682284 5403840
827932435 5443784
834135030 736832
879970867 5456280
886162420 5455016
892355194 5433704
898572257 5359176
904871937 5446496
911069474 4055912
919391291 5409192
925633199 5330320
931967109 5428920
938188996 5113048
944795960 5430112
951016958 5404744
957267159 5421096
963498508 5407080
969746005 5464232
975928442 5435224
982143873 5436304
988358087 5460784
994545267 0
1024545539 3646688
1033812381 5372592
1040105657 1088576
1071160178 5442528
1077370797 5441000
1083581613 5454400
1089771950 5395848
1096032019 5466920
1102212387 5436120
1108428493 5392696
1114695178 5449880
1120897734 5432736
1127118190 5422712
1133348773 5444488
1139553256 5428528
1145775949 5461376
1151961969 5436280
1158178299 5404824
1164432744 5446152
1170643698 5379480
1177137508 5422584
1183570610 3940320
1192422628 5431928
1198841985 5135760
1205631148 5463880
1211810387 5433224
1218027598 5447952
1224229741 5381192
1230510810 5454712
1236712329 3853784
1245492774 5444280
1251704913 5460336
1257896773 5431736
1264122485 5460696
1270313374 5369784
1276606149 5440720
1282816417 5438904
1289030112 5477800
1295202327 5435456
1301424342 5415056
1307668511 5456232
1313863806 5392312
1320173181 5490848
1326368970 5456944
1332603521 5484688
1338804394 5452016
1345039340 5463224
1351261553 5410216
1357543922 5461648
1363766919 5452904
1369999708 5419296
1376271773 5437536
1382522391 5404504
1388812802 5417232
1395087706 4677832
1402352647 5449080
1408589277 5457768
1414815977 5416648
1421089949 5429488
1427350034 5331352
1433726066 1487816
1456573526 4767648
1463703346 5041472
1470445427 5274936
1476889508 5404272
1483179858 5470920
1489391869 5430984
1495649371 5462272
1501870442 5448512
1508107140 5461120
1514328655 5474272
1520536795 5374208
1526863268 3433128
1536774882 5457848
1543011141 5351984
1549367856 5419248
1555645992 5372296
1561978910 5468992
1568199622 5467360
1574421659 5455672
1580657357 5418872
1586934480 5372912
1593265643 5352928
1599620523 5434000
1605884211 5416688
1612169264 5179992
1618739932 5444248
1624990046 5466192
1631218876 5460488
1637457209 5445784
1643708823 5491648
1649902046 5480600
1656106204 5437832
1662359781 4638400
1669688531 5415504
1675967268 5281080
1682405687 5426800
1688871584 5440496
1695322858 5415088
1701805171 5397552
1708313509 3515352
1718304977 5418488
1724786523 5442488
1731238559 5439456
1737695004 5366984
1744239454 5411424
1750521090 5391424
1756827761 5405360
1763115792 5426296
1769380364 5420752
1775653387 5430000
1781879247 5461472
1788068575 5445896
1794275844 5416760
1800514472 1918232
1818134052 5412376
1824379394 5437840
1830599332 1291408
1856791518 5382152
1863075551 5430400
1869305258 5435664
1875524753 5434352
1881746351 5464536
1887932247 5454728
1894129441 5432752
1900350736 3829168
1909180641 5204936
1915675216 5439384
1921888990 5417272
1928126597 5403968
1934376756 5428456
1940600996 5445344
1946805930 5382904
1953082835 5440448
1959291825 4024592
1967683936 3161112
1978369820 5399144
1984625800 5230600
1991083057 5425600
1997307033 5460040
2003494606 5437376
2009711789 5363672
2016016471 5365696
2022318782 5165608
2028865207 5488944
2035026361 5464832
2041209286 963192
2076266164 5414688
2082503701 5408352
2088751310 5428464
2094978513 5427144
2101207035 5419288
2107443083 5466104
2113627211 5419824
2119862785 5456784
2126057963 5436656
2132275087 5224608
2138742627 5492944
2144896922 1230184
2172379930 5406936
2178632662 5272848
2185045868 5291008
2191437257 0
2221437824 5424952
2227672308 5427432
2233905319 5312728
2240269542 5444232
2246481850 5427904
2252713405 5452160
2258917996 5469616
2265099872 5466344
2271285531 5414320
2277529802 5435248
2283751702 5419632
2289989837 5417352
2296229815 1986408
2313246756 5416160
2319487910 4994632
2326256561 5353328
2332570355 917912
2369395250 5400152
2375857473 5422464
2382091784 1125936
2412105671 805712
2454048508 4826344
2461050993 5441008
2467261083 5411040
2473506981 5408216
2479761629 5418792
2485998067 5449152
2492199350 0
2522207058 5483168
2528370118 5478568
2534537726 1065280
2566257433 5438136
2572471595 5406896
2578720058 5360088
2585026197 5411576
2591272262 5427040
2597502864 5479448
2603672308 5444528
2609886457 5366832
2616187986 5450768
2622391553 5434632
2628610424 5468608
2634785721 2057464
2651194569 1209176
2679119701 944288
2714873661 5415888
2721110906 5437272
2727325021 5471592
2733501551 5345672
2739823000 5416312
2746061413 907536
2783289696 0
2813295978 938288
2849298597 5402488
2855550493 5410400
2861795000 5275136
2868197880 1124000
2898248381 5423952
2904475392 5430024
